"","data.MMP.14","data.ADAM12"
"1",8.35956744780271,4.8125530712276
"2",8.16128940166772,12.4772669246167
"3",10.7043130002978,11.6303545728634
"4",4.19955464676794,2.97569041581456
"5",9.30418614002304,9.49411683152648
"6",7.7903399558301,11.358985878335
"7",3.58884861660407,7.84475836761026
"8",7.12076956773963,3.29813976320363
"9",3.76365834040139,3.12927162903105
"10",11.9327315515766,10.8550450038415
"11",9.40233513328018,13.505879819876
"12",7.30260668830525,5.59330835407932
"13",8.53434025161438,10.6886302624037
"14",9.1753201131805,9.22549740686606
"15",10.0353031137477,14.0435382858258
"16",8.75773338304517,11.5361899463805
"17",10.9388910107124,13.600700335163
"18",8.83070828215704,11.3014154241839
"19",8.71816497427919,11.5253236470146
"20",9.79242293987798,8.42153674730488
"21",7.43213246847296,9.16740315570977
"22",10.4752242075157,4.12322346012463
"23",8.87936296960916,13.3122121671814
"24",8.05590262566628,4.95424613165986
"25",8.3524868149036,7.91444004706758
"26",5.37743670927746,7.55642444115716
"27",9.37640662258324,9.90132079449087
"28",9.05968938533339,7.11172112739023
"29",5.04556042437872,-0.662512821256456
"30",8.62315438533784,8.67905927762101
"31",11.1457521265255,13.8016815404321
"32",6.25825963402085,8.90581198703381
"33",9.08741548246305,7.2622732175012
"34",6.39712885766428,9.98335021289048
"35",8.15670841457323,9.06653548136845
"36",8.15188916612681,7.03353717123028
"37",5.79314228473197,4.29860850407623
"38",5.60788650324532,3.93256971223886
"39",8.4246567181836,9.01391389819708
"40",6.36864592137029,3.60351081872447
"41",7.57378170721946,10.5553837499358
"42",4.39150610015941,4.80591582035509
"43",6.14990266642332,4.70923222729886
"44",4.97433285756182,5.54198015229635
"45",6.68587123339937,6.23185949777803
"46",4.96817600263769,8.42520892381764
"47",4.10774594432565,5.27561246302544
"48",9.36787898504646,9.27044225828695
"49",9.71021928534217,9.13805115711988
"50",4.38642676408946,7.11836884975777
"51",6.1391989586151,10.6779859576508
"52",9.52779474115142,7.84775548876581
"53",8.4045175715366,11.6573008387908
"54",9.10944811707504,5.24552820134106
"55",4.95138411861407,3.64351636886045
"56",5.65393745336512,8.99464706892627
"57",6.36434223293451,3.66230810879202
"58",8.58541475940202,7.6629016156029
"59",8.67362551615999,5.83483243336139
"60",9.63603079866972,6.3102187064259
"61",12.8201559368619,9.20877495168742
"62",9.93068104296459,10.7580139952442
"63",6.65339784261534,8.98675005704582
"64",6.29252882095693,5.85974055386148
"65",7.01622866911124,8.82713727161319
"66",6.55281234199999,8.35672936964706
"67",9.81688058445972,11.3561026333627
"68",6.80563084328758,6.05696437650374
"69",8.65759566057318,5.86517065571495
"70",11.2917290245732,12.889287071017
"71",4.59358447075033,6.79417548879461
"72",8.90044424121193,6.2740139581711
"73",6.88019571083825,10.0232007422181
"74",6.43303850447754,5.81949614165895
"75",1.14756740741279,4.65151799656484
"76",13.4963138998141,11.915439983282
"77",5.76166075215486,8.41903361270657
"78",3.40398473049218,1.62235683992126
"79",10.6849536554751,8.47938526167786
"80",7.42009135882225,9.56533983342453
"81",7.14247250473957,5.30472702701423
"82",4.9760352454933,7.76093746906803
"83",5.92410776613573,4.64357501801791
"84",8.38645922115969,9.94280324492642
"85",6.55995730122524,7.58474109327203
"86",7.28462406499614,5.39925059091541
"87",3.67944163832468,1.17174035335956
"88",6.51873451982381,9.31446254007583
"89",4.76220562713345,3.36133550312955
"90",5.83340585948081,1.82821993893412
"91",2.99513314288988,2.57889147850674
"92",7.28352273170879,8.81806137913833
"93",8.0549975869653,8.67784551702974
"94",12.9199793358413,15.8375596083772
"95",6.23844964885439,9.27602426677806
"96",7.06965486076649,7.05663377847093
"97",6.76602882030273,2.75010548150415
"98",9.79213854250654,15.170921078092
"99",5.22322451045731,6.96185556177266
"100",5.58249420273539,7.85362319255131
"101",1.94457817539076,5.03829680845794
"102",9.98885971741878,9.10124758189165
"103",5.12483690281964,4.88596093934473
"104",8.37104856477255,12.1033319063627
"105",2.65572825486538,-0.263487194985998
"106",6.61948213943478,9.32114568063979
"107",3.06915626207936,1.38087135169458
"108",5.00698063051349,2.90425464590031
"109",5.20229085558162,8.04781910559534
"110",5.89712543898235,3.0871040318308
"111",6.69634631068584,6.39022602656218
"112",5.93720397685168,1.06110432816017
"113",8.11393229317993,6.50119292336059
"114",5.36605451529161,8.95621822959091
"115",4.89099671028775,3.11974903770808
"116",7.77997278907109,8.39102480498396
"117",5.96198386274535,1.74589937872527
"118",5.02289185468221,4.95055943397408
"119",3.60224220576164,-0.0469620179379255
"120",5.59302956352354,7.04672734460915
"121",8.71140220372162,11.7049269991536
"122",3.12067019236565,3.33267716765739
"123",8.84266463801045,10.1041102839099
"124",9.80496973964543,7.12779884286883
"125",1.81079333692395,-0.986690743979266
"126",9.43184642847596,13.1765441945277
"127",4.94203872807849,4.6573145176341
"128",6.58106717289689,4.34433947976985
